date,name,amount,category,status
12/2/2023,Wire Transfer,1493.17,Banking & Fees,Posted
9/23/2023,PayPal,-1723.37,Others,Pending
5/16/2024,Burger King,2056.79,Food & Drinks,Pending
6/14/2024,Miscellaneous Expense,748.83,Others,Posted
2/8/2023,Venmo,1637.11,Others,Posted
3/5/2024,Netflix,1351.46,Subscriptions,Pending
5/9/2023,Burger King,1639.68,Food & Drinks,Pending
8/10/2023,Car Insurance,-2655.95,Insurance & Financial,Pending
7/4/2024,eBay,834.13,Shopping,Posted
1/21/2024,eBay,-1184.05,Shopping,Posted
5/2/2023,KFC,-1026.5,Food & Drinks,Pending
7/7/2024,Mortgage Payment,58.28,Insurance & Financial,Pending
6/19/2023,Venmo,1387.74,Others,Posted
3/6/2023,Uber,2987.73,Travel,Posted
4/10/2024,KFC,2119.18,Food & Drinks,Posted
6/6/2023,Apple Music,180.11,Subscriptions,Pending
9/3/2023,Amazon Prime,690.57,Subscriptions,Posted
10/6/2023,Marriott Hotels,2074.82,Travel,Posted
1/30/2024,KFC,410.64,Food & Drinks,Pending
11/6/2023,Starbucks,154.83,Food & Drinks,Pending
11/7/2023,Spotify,-226.11,Subscriptions,Posted
3/8/2023,YouTube Premium,420.35,Subscriptions,Pending
5/23/2024,Expedia,142.56,Travel,Posted
8/4/2024,Mortgage Payment,184.65,Insurance & Financial,Posted
3/11/2023,PG&E,1509.28,Bills & Utilities,Pending
10/3/2023,Wire Transfer,2090.58,Banking & Fees,Pending
1/23/2024,Wire Transfer,1423.34,Banking & Fees,Posted
4/23/2024,Nike Training,2891.18,Fitness & Sports,Posted
2/15/2024,Electricity Bill,2726.74,Bills & Utilities,Posted
11/10/2023,Spotify,1642.08,Subscriptions,Pending
12/6/2023,Miscellaneous Expense,535.73,Others,Posted
6/4/2023,Domino's Pizza,1204.6,Food & Drinks,Posted
11/17/2023,Expedia,89.13,Travel,Posted
2/25/2023,Best Buy,2600.76,Shopping,Pending
4/12/2023,LA Fitness,261.59,Fitness & Sports,Pending
4/27/2023,Venmo,1057.35,Others,Pending
1/12/2024,eBay,390.27,Shopping,Pending
8/6/2024,Mortgage Payment,897.9,Insurance & Financial,Pending
1/2/2024,Gift Card,146.48,Others,Pending
8/21/2023,Gym Membership,2119.66,Fitness & Sports,Posted
5/26/2023,Comcast,1043.68,Bills & Utilities,Pending
5/25/2023,Target,256.77,Shopping,Posted
3/1/2023,LA Fitness,-491.29,Fitness & Sports,Pending
8/4/2024,Comcast,1731.35,Bills & Utilities,Pending
8/17/2023,Loan Repayment,1541.76,Insurance & Financial,Pending
4/27/2023,Netflix,2754.9,Subscriptions,Pending
5/17/2024,Water Bill,713.13,Bills & Utilities,Posted
1/10/2023,Airbnb,2627.6,Travel,Posted
8/13/2024,Planet Fitness,2812.65,Fitness & Sports,Posted
4/17/2024,Health Insurance,-1535.93,Insurance & Financial,Posted
5/8/2023,CREDIT CARD PAYMENT,1034.51,Banking & Fees,Posted
3/4/2023,Chipotle,-380.13,Food & Drinks,Posted
5/27/2024,Electricity Bill,-552.66,Bills & Utilities,Pending
2/6/2023,Car Insurance,2854.71,Insurance & Financial,Pending
5/20/2023,Mortgage Payment,2830.41,Insurance & Financial,Posted
5/22/2024,Office Depot,482.18,Business Services,Posted
4/6/2023,IKEA,1774.51,Shopping,Posted
6/16/2024,Domino's Pizza,2907.44,Food & Drinks,Pending
9/7/2023,Overdraft Fee,2024.14,Banking & Fees,Pending
11/2/2023,Apple Music,-1161.62,Subscriptions,Pending
4/13/2024,Amazon Prime,1964,Subscriptions,Pending
4/6/2024,Domino's Pizza,1294.54,Food & Drinks,Pending
1/13/2023,Disney+,2788.71,Subscriptions,Pending
3/3/2023,Health Insurance,505.08,Insurance & Financial,Pending
5/29/2024,Nike Training,1170.65,Fitness & Sports,Posted
7/28/2024,Domino's Pizza,1404.85,Food & Drinks,Posted
5/24/2023,KFC,413.74,Food & Drinks,Pending
1/10/2024,Health Insurance,1812.09,Insurance & Financial,Posted
4/5/2023,Rent Payment,-164.99,Bills & Utilities,Pending
3/28/2023,Bank Fee,2892.98,Banking & Fees,Posted
1/24/2023,Wire Transfer,2765.58,Banking & Fees,Pending
4/6/2023,Overdraft Fee,2305.13,Banking & Fees,Pending
4/30/2023,Staples,124.94,Business Services,Pending
4/26/2023,Costco,2765.29,Shopping,Pending
7/11/2023,Loan Repayment,2377.25,Insurance & Financial,Posted
11/21/2023,Nike Training,2488.85,Fitness & Sports,Posted
1/17/2024,Bank Fee,2006.03,Banking & Fees,Posted
8/14/2023,PayPal,-2705.66,Others,Posted
8/22/2024,Wire Transfer,2728.44,Banking & Fees,Posted
1/27/2024,Amazon Prime,1251.75,Subscriptions,Pending
4/10/2023,Health Insurance,844.06,Insurance & Financial,Posted
5/23/2024,CREDIT CARD PAYMENT,1765.91,Banking & Fees,Pending
8/3/2023,Office Depot,1811.61,Business Services,Pending
4/4/2024,Tectra Inc,1856.1,Business Services,Posted
1/14/2024,Planet Fitness,1932,Fitness & Sports,Posted
7/24/2023,Domino's Pizza,740.31,Food & Drinks,Posted
1/7/2023,Staples,-272.81,Business Services,Posted
4/3/2023,Loan Repayment,709.99,Insurance & Financial,Posted
5/8/2024,KFC,1469.14,Food & Drinks,Pending
6/5/2023,Apple Music,837.59,Subscriptions,Posted
7/30/2023,Marriott Hotels,989.5,Travel,Pending
5/24/2023,Amazon,2704.41,Shopping,Pending
11/17/2023,Donation,453.7,Others,Posted
11/12/2023,Staples,1236.08,Business Services,Posted
7/8/2024,McDonald's,65.78,Food & Drinks,Posted
6/18/2023,Planet Fitness,17.16,Fitness & Sports,Posted
1/18/2023,Amazon,1459.2,Shopping,Pending
9/25/2023,Burger King,-442.94,Food & Drinks,Pending
2/26/2024,Netflix,1798.07,Subscriptions,Pending
1/1/2023,Apple Music,1490.99,Subscriptions,Posted
6/18/2023,Mortgage Payment,2313.33,Insurance & Financial,Posted
11/30/2023,Planet Fitness,2913.87,Fitness & Sports,Posted
5/20/2023,Water Bill,818.76,Bills & Utilities,Pending
6/19/2024,Mortgage Payment,2965.3,Insurance & Financial,Posted
2/3/2024,Car Insurance,2456.59,Insurance & Financial,Posted
1/25/2024,Overdraft Fee,211.72,Banking & Fees,Pending
3/20/2024,Touchstone Climbing,849.01,Fitness & Sports,Pending
4/28/2024,Amazon,-489.6,Shopping,Posted
6/26/2024,Madison Bicycle Shop,-1317.17,Business Services,Posted
5/21/2023,Loan Repayment,-2480.14,Insurance & Financial,Pending
5/11/2024,Miscellaneous Expense,-1319.17,Others,Posted
6/8/2023,Chipotle,1130.53,Food & Drinks,Pending
11/16/2023,United Airlines,-2558.27,Travel,Pending
10/7/2023,Tectra Inc,1200.95,Business Services,Posted
7/20/2024,Domino's Pizza,2956.24,Food & Drinks,Pending
12/13/2023,Best Buy,1744.53,Shopping,Pending
1/16/2023,Starbucks,2232.11,Food & Drinks,Pending
7/6/2023,Miscellaneous Expense,2784.42,Others,Posted
10/21/2023,Touchstone Climbing,219.73,Fitness & Sports,Pending
8/12/2024,Automatic Payment,1934.35,Business Services,Pending
6/6/2023,eBay,318.28,Shopping,Posted
5/2/2023,Walmart,1889.66,Shopping,Posted
4/2/2023,Airbnb,1086.64,Travel,Posted
11/22/2023,CREDIT CARD PAYMENT,2898.56,Banking & Fees,Posted
2/27/2024,Amazon Prime,2124.72,Subscriptions,Posted
12/11/2023,Costco,675.28,Shopping,Pending
11/18/2023,Staples,1313.89,Business Services,Pending
7/8/2023,Marriott Hotels,2394.26,Travel,Posted
11/26/2023,LA Fitness,2991.28,Fitness & Sports,Posted
7/13/2023,Costco,1163.78,Shopping,Pending
8/24/2023,Planet Fitness,1812.17,Fitness & Sports,Pending
7/13/2023,Marriott Hotels,1687.37,Travel,Pending
1/14/2024,CREDIT CARD PAYMENT,2610.51,Banking & Fees,Pending
11/4/2023,Subway,2681.4,Food & Drinks,Posted
12/9/2023,Wire Transfer,2231.58,Banking & Fees,Pending
7/7/2023,Subway,1623.35,Food & Drinks,Posted
2/2/2024,Miscellaneous Expense,-1052.95,Others,Posted
9/6/2023,Madison Bicycle Shop,-300.77,Business Services,Pending
10/15/2023,Target,2506.15,Shopping,Pending
11/20/2023,IKEA,313.38,Shopping,Pending
1/24/2023,Amazon Prime,1661.78,Subscriptions,Pending
5/6/2024,eBay,-897.17,Shopping,Posted
4/23/2024,Netflix,2430.57,Subscriptions,Posted
2/13/2023,Tectra Inc,2405.28,Business Services,Pending
4/18/2023,Car Insurance,2396.33,Insurance & Financial,Pending
10/5/2023,Expedia,-2427.21,Travel,Pending
4/28/2024,YouTube Premium,2983.66,Subscriptions,Posted
5/29/2023,Donation,506.04,Others,Posted
10/18/2023,Burger King,1369.63,Food & Drinks,Pending
4/22/2023,Chipotle,440.25,Food & Drinks,Posted
2/6/2024,Venmo,-672.15,Others,Posted
1/24/2024,Bank Fee,2179.76,Banking & Fees,Posted
7/11/2024,Uber,2887.24,Travel,Pending
10/18/2023,Gift Card,73.87,Others,Posted
11/17/2023,Amazon,-1382.04,Shopping,Pending
9/13/2023,Planet Fitness,1133.65,Fitness & Sports,Pending
8/23/2023,Apple Music,455.38,Subscriptions,Pending
8/4/2024,YouTube Premium,2998.57,Subscriptions,Posted
7/17/2024,Burger King,1373.32,Food & Drinks,Posted
3/30/2023,Car Insurance,2557.77,Insurance & Financial,Posted
6/20/2023,Amazon,-2676.59,Shopping,Posted
1/20/2023,Gym Membership,2596.42,Fitness & Sports,Pending
5/29/2023,Gym Membership,2635.69,Fitness & Sports,Pending
2/7/2023,Car Insurance,-706.63,Insurance & Financial,Posted
4/11/2023,Miscellaneous Expense,1415.56,Others,Pending
4/27/2023,Amazon,1854.4,Shopping,Pending
4/27/2023,Spotify,2248.68,Subscriptions,Posted
7/3/2024,Subway,2581.54,Food & Drinks,Posted
3/29/2024,IKEA,-2996.15,Shopping,Pending
1/13/2024,Subway,1041.03,Food & Drinks,Pending
7/25/2024,Costco,2679.07,Shopping,Pending
5/2/2024,Gym Membership,987.12,Fitness & Sports,Posted
11/15/2023,Wire Transfer,2645.74,Banking & Fees,Posted
3/14/2024,Electricity Bill,604.44,Bills & Utilities,Posted
2/23/2024,Bank Fee,567.21,Banking & Fees,Posted
6/11/2024,Verizon,730.97,Bills & Utilities,Posted
5/10/2023,Overdraft Fee,1702.43,Banking & Fees,Pending
1/16/2024,Apple Music,1005.99,Subscriptions,Pending
6/19/2024,Tectra Inc,2357.71,Business Services,Pending
12/19/2023,Best Buy,1792.65,Shopping,Pending
1/26/2024,Office Depot,465.29,Business Services,Posted
6/30/2024,Health Insurance,-727.94,Insurance & Financial,Posted
11/15/2023,Health Insurance,535.13,Insurance & Financial,Pending
3/15/2024,Hulu,1065.65,Subscriptions,Pending
7/30/2023,Domino's Pizza,1065.45,Food & Drinks,Posted
3/11/2023,Gym Membership,1287.72,Fitness & Sports,Pending
6/24/2023,Uber,534.91,Travel,Posted
7/19/2024,Walmart,2969.2,Shopping,Posted
4/22/2023,Walmart,164.01,Shopping,Pending
7/8/2024,Donation,460,Others,Posted
2/28/2023,Office Depot,2252.71,Business Services,Pending
6/18/2023,Starbucks,2884.65,Food & Drinks,Posted
5/10/2023,Nike Training,2686.64,Fitness & Sports,Pending
2/27/2023,Donation,84.28,Others,Posted
6/23/2023,Lyft,2114.79,Travel,Pending
11/20/2023,Apple Music,2922.31,Subscriptions,Posted
1/24/2024,Target,2504.34,Shopping,Pending
9/3/2023,Disney+,1808.87,Subscriptions,Pending
11/27/2023,Amazon,1848.59,Shopping,Pending
7/30/2023,Car Insurance,2598.69,Insurance & Financial,Posted
4/8/2023,Health Insurance,987.51,Insurance & Financial,Pending
6/5/2023,Home Depot,1419.4,Bills & Utilities,Pending
2/26/2023,Office Depot,2676.01,Business Services,Pending
7/24/2024,Domino's Pizza,-1757.06,Food & Drinks,Posted
1/19/2024,ATM Withdrawal,560.79,Banking & Fees,Pending
3/11/2023,Spotify,717.07,Subscriptions,Pending
3/15/2024,Comcast,1341.57,Bills & Utilities,Pending
8/20/2023,Home Depot,531.11,Bills & Utilities,Posted
8/15/2024,Comcast,1113.7,Bills & Utilities,Posted
6/16/2024,Starbucks,2162.01,Food & Drinks,Pending
8/19/2024,IKEA,-1929.64,Shopping,Pending
2/14/2024,Walmart,-341.18,Shopping,Posted
9/13/2023,Amazon,-2379.03,Shopping,Pending
2/14/2023,Madison Bicycle Shop,2279.44,Business Services,Pending
8/9/2023,Comcast,-235.9,Bills & Utilities,Pending
3/9/2023,Starbucks,1313.08,Food & Drinks,Pending
5/27/2024,Office Depot,2838.3,Business Services,Pending
5/3/2023,Tectra Inc,1645.57,Business Services,Pending
12/12/2023,Madison Bicycle Shop,490.26,Business Services,Posted
6/23/2023,Target,101,Shopping,Pending
6/23/2023,Gym Membership,1004.65,Fitness & Sports,Posted
9/4/2023,Domino's Pizza,2119.49,Food & Drinks,Pending
4/29/2024,Planet Fitness,2763.04,Fitness & Sports,Posted
1/7/2023,Amazon Prime,1228.36,Subscriptions,Pending
4/4/2023,Gym Membership,866.33,Fitness & Sports,Pending
6/6/2024,Planet Fitness,909.03,Fitness & Sports,Posted
12/22/2023,Staples,1068.72,Business Services,Posted
8/22/2023,Verizon,2934.75,Bills & Utilities,Pending
4/9/2024,Donation,509.23,Others,Pending
1/11/2024,Gym Membership,2588.35,Fitness & Sports,Pending
11/15/2023,Airbnb,1985.7,Travel,Posted
8/19/2023,Loan Repayment,1418.04,Insurance & Financial,Posted
7/18/2023,KFC,85.1,Food & Drinks,Posted
7/20/2024,Water Bill,1397.02,Bills & Utilities,Posted
10/21/2023,IKEA,1842.26,Shopping,Pending
6/10/2023,Mortgage Payment,647.44,Insurance & Financial,Pending
7/2/2023,Hulu,2485.16,Subscriptions,Pending
4/5/2023,Uber,1406.33,Travel,Posted
10/4/2023,Spotify,663.82,Subscriptions,Posted
3/29/2023,Overdraft Fee,1774.88,Banking & Fees,Posted
8/24/2023,YouTube Premium,2103.83,Subscriptions,Posted
12/5/2023,Gym Membership,455.5,Fitness & Sports,Posted
1/25/2023,Office Depot,2650.22,Business Services,Posted
5/1/2024,PG&E,1486.81,Bills & Utilities,Posted
1/18/2024,Domino's Pizza,-1769.87,Food & Drinks,Posted
1/20/2023,PG&E,2308.37,Bills & Utilities,Pending
4/30/2023,Airbnb,1133.25,Travel,Posted
2/23/2024,Loan Repayment,218.18,Insurance & Financial,Posted
1/25/2023,Touchstone Climbing,1209.27,Fitness & Sports,Posted
4/24/2023,Rent Payment,2678.95,Bills & Utilities,Pending
3/14/2023,Planet Fitness,1358.8,Fitness & Sports,Posted
11/26/2023,Costco,1310.9,Shopping,Posted
1/23/2024,Burger King,559.95,Food & Drinks,Pending
12/14/2023,IKEA,405.96,Shopping,Pending
4/17/2024,Comcast,2175.92,Bills & Utilities,Pending
6/1/2024,Airbnb,663.07,Travel,Pending
4/19/2024,Staples,2322.44,Business Services,Posted
11/30/2023,Subway,693.07,Food & Drinks,Posted
2/10/2023,Health Insurance,1763.6,Insurance & Financial,Posted
6/9/2023,Nike Training,1550.33,Fitness & Sports,Pending
11/18/2023,Apple Music,249.86,Subscriptions,Posted
3/11/2024,Comcast,957.07,Bills & Utilities,Pending
6/28/2023,Health Insurance,1784.23,Insurance & Financial,Posted
5/12/2023,Airbnb,2243.45,Travel,Pending
1/10/2024,Home Depot,2813.41,Bills & Utilities,Posted
10/5/2023,Bank Fee,2281.81,Banking & Fees,Posted
1/5/2024,Airbnb,635.65,Travel,Posted
8/10/2024,Staples,1025.64,Business Services,Pending
8/25/2023,Costco,1693.18,Shopping,Pending
10/7/2023,Hulu,1500.55,Subscriptions,Posted
8/15/2024,Overdraft Fee,2441.19,Banking & Fees,Pending
7/22/2024,KFC,-2669.54,Food & Drinks,Pending
7/22/2023,Automatic Payment,2033.34,Business Services,Pending
8/1/2023,Water Bill,2769.17,Bills & Utilities,Pending
5/23/2024,Touchstone Climbing,-2486.64,Fitness & Sports,Pending
1/16/2024,Starbucks,1210.8,Food & Drinks,Posted
8/11/2023,Overdraft Fee,1151.75,Banking & Fees,Posted
2/13/2024,Water Bill,2601.21,Bills & Utilities,Pending
6/7/2023,Delta Airlines,1840.92,Travel,Posted
11/19/2023,Rent Payment,320.58,Bills & Utilities,Posted
3/4/2024,Verizon,1635.98,Bills & Utilities,Posted
8/10/2024,Donation,141.16,Others,Pending
5/10/2024,Automatic Payment,2740.94,Business Services,Posted
3/1/2023,ATM Withdrawal,1778.66,Banking & Fees,Pending
1/9/2024,Home Depot,937.56,Bills & Utilities,Pending
9/29/2023,Car Insurance,-1712.77,Insurance & Financial,Pending
3/2/2024,Planet Fitness,-1035.41,Fitness & Sports,Pending
5/11/2023,Gift Card,2416.27,Others,Pending
5/15/2024,Car Insurance,1267.94,Insurance & Financial,Pending
7/28/2023,Netflix,2534.8,Subscriptions,Posted
6/15/2024,Wire Transfer,1470.06,Banking & Fees,Pending
12/27/2023,IKEA,-518.35,Shopping,Pending
5/1/2023,Verizon,958.8,Bills & Utilities,Posted
9/19/2023,Nike Training,392.49,Fitness & Sports,Posted
2/25/2023,Verizon,290.39,Bills & Utilities,Posted
6/14/2024,Expedia,503.45,Travel,Pending
1/27/2023,Staples,747.21,Business Services,Pending
2/4/2024,CREDIT CARD PAYMENT,2919.08,Banking & Fees,Pending
1/23/2023,YouTube Premium,1152.34,Subscriptions,Pending
8/20/2024,Expedia,1049.28,Travel,Posted
7/12/2024,Amazon,2123.28,Shopping,Pending
2/10/2024,Lyft,507.86,Travel,Posted
3/17/2023,McDonald's,2851.69,Food & Drinks,Posted
6/20/2024,Touchstone Climbing,2240.22,Fitness & Sports,Pending
4/4/2024,Gym Membership,1533.97,Fitness & Sports,Posted
1/1/2024,Netflix,1441.99,Subscriptions,Posted
10/8/2023,Bank Fee,2822.21,Banking & Fees,Posted
6/16/2024,Verizon,2951.79,Bills & Utilities,Posted
3/2/2023,Expedia,1702.19,Travel,Pending
3/7/2024,Netflix,2279.4,Subscriptions,Posted
3/13/2024,Bank Fee,2868.27,Banking & Fees,Pending
2/24/2024,Uber,1318.93,Travel,Posted
8/26/2023,Rent Payment,1161.62,Bills & Utilities,Posted
2/11/2024,IKEA,-187.98,Shopping,Posted
2/21/2023,Bank Fee,705.25,Banking & Fees,Pending
2/3/2024,Burger King,96.95,Food & Drinks,Posted
9/8/2023,United Airlines,2808.79,Travel,Pending
5/4/2023,KFC,1561.55,Food & Drinks,Posted
1/2/2024,Burger King,1767.4,Food & Drinks,Pending
3/5/2023,Office Depot,1702.78,Business Services,Pending
10/23/2023,Burger King,376.72,Food & Drinks,Posted
3/20/2024,Venmo,1759.09,Others,Posted
5/13/2024,eBay,1632.76,Shopping,Pending
8/7/2024,Tectra Inc,2995.55,Business Services,Posted
4/30/2023,Office Depot,187.8,Business Services,Posted
11/15/2023,PG&E,207.82,Bills & Utilities,Posted
1/26/2024,Madison Bicycle Shop,2546.25,Business Services,Posted
10/2/2023,Comcast,2945.41,Bills & Utilities,Pending
3/24/2024,PG&E,1488.05,Bills & Utilities,Pending
5/6/2023,McDonald's,-117.02,Food & Drinks,Posted
9/15/2023,Overdraft Fee,662.3,Banking & Fees,Pending
5/13/2023,Gym Membership,409.16,Fitness & Sports,Posted
2/10/2023,PayPal,1977.54,Others,Pending
1/5/2023,Loan Repayment,2609.21,Insurance & Financial,Posted
8/14/2024,Health Insurance,-2982.79,Insurance & Financial,Pending
7/10/2023,PayPal,2081.3,Others,Posted
4/9/2023,Domino's Pizza,472.88,Food & Drinks,Pending
4/8/2024,Overdraft Fee,-2482.37,Banking & Fees,Posted
6/2/2023,Nike Training,1083.12,Fitness & Sports,Posted
4/24/2023,Comcast,1496.99,Bills & Utilities,Posted
11/14/2023,Loan Repayment,366.61,Insurance & Financial,Posted
5/6/2023,Home Depot,704.02,Bills & Utilities,Posted
7/3/2024,Madison Bicycle Shop,2095.05,Business Services,Pending
4/11/2024,Health Insurance,2465.6,Insurance & Financial,Pending
9/2/2023,Tectra Inc,2700.27,Business Services,Pending
1/4/2023,Delta Airlines,349.08,Travel,Pending
7/23/2024,Car Insurance,1187.33,Insurance & Financial,Pending
2/15/2023,IKEA,199.38,Shopping,Posted
9/15/2023,Madison Bicycle Shop,511.85,Business Services,Posted
8/17/2023,Marriott Hotels,-1335.18,Travel,Pending
12/20/2023,Touchstone Climbing,533.43,Fitness & Sports,Pending
11/8/2023,Disney+,1242.93,Subscriptions,Pending
7/17/2023,Airbnb,437.48,Travel,Pending
3/13/2024,Planet Fitness,1117.89,Fitness & Sports,Pending
4/22/2024,United Airlines,2075.36,Travel,Pending
4/23/2023,Burger King,249.76,Food & Drinks,Pending
7/11/2023,Airbnb,2815.84,Travel,Posted
3/8/2023,Domino's Pizza,230.62,Food & Drinks,Pending
1/2/2024,PayPal,67.09,Others,Pending
7/13/2023,Disney+,2324.9,Subscriptions,Pending
4/19/2023,Gym Membership,577.2,Fitness & Sports,Posted
3/27/2024,Airbnb,2851.39,Travel,Posted
1/10/2024,CREDIT CARD PAYMENT,848.37,Banking & Fees,Posted
7/10/2023,Comcast,-1130.59,Bills & Utilities,Posted
4/16/2023,Electricity Bill,2670.32,Bills & Utilities,Posted
1/22/2024,ATM Withdrawal,2413.88,Banking & Fees,Pending
11/10/2023,Loan Repayment,246.64,Insurance & Financial,Posted
3/23/2024,Electricity Bill,1328.19,Bills & Utilities,Posted
7/30/2023,Home Depot,1691.88,Bills & Utilities,Posted
10/16/2023,Delta Airlines,754.17,Travel,Pending
9/5/2023,KFC,129.03,Food & Drinks,Posted
11/28/2023,Staples,1551.86,Business Services,Posted
1/10/2024,Airbnb,1994.09,Travel,Posted
4/24/2023,eBay,1537.17,Shopping,Pending
6/14/2023,Office Depot,1038.62,Business Services,Pending
7/30/2023,Mortgage Payment,2777.48,Insurance & Financial,Posted
4/18/2024,Health Insurance,1445.98,Insurance & Financial,Posted
8/21/2023,Burger King,2415.45,Food & Drinks,Posted
7/4/2023,IKEA,2297.92,Shopping,Pending
5/18/2024,Amazon,1554.57,Shopping,Pending
5/23/2024,Bank Fee,1694.74,Banking & Fees,Posted
7/27/2023,Subway,906.58,Food & Drinks,Pending
3/25/2023,Lyft,308.19,Travel,Pending
3/24/2023,Disney+,2907.96,Subscriptions,Posted
8/9/2024,LA Fitness,621.5,Fitness & Sports,Pending
5/31/2023,Car Insurance,1984.93,Insurance & Financial,Pending
3/16/2024,Wire Transfer,2018.18,Banking & Fees,Posted
6/25/2023,Lyft,1175.69,Travel,Posted
6/21/2023,Planet Fitness,122.23,Fitness & Sports,Pending
7/15/2023,Gym Membership,947.24,Fitness & Sports,Posted
7/25/2024,LA Fitness,2848.19,Fitness & Sports,Posted
4/4/2024,Planet Fitness,1992.55,Fitness & Sports,Posted
2/5/2023,Expedia,227.25,Travel,Posted
1/4/2023,YouTube Premium,942.52,Subscriptions,Pending
8/20/2023,Gift Card,2531.51,Others,Posted
5/16/2023,PG&E,741.08,Bills & Utilities,Posted
4/6/2023,Chipotle,829.28,Food & Drinks,Posted
10/3/2023,Water Bill,2633.23,Bills & Utilities,Pending
4/16/2024,IKEA,1372.54,Shopping,Pending
5/28/2024,McDonald's,2413.14,Food & Drinks,Posted
11/5/2023,Hulu,1708.38,Subscriptions,Pending
5/3/2024,Touchstone Climbing,2545.52,Fitness & Sports,Posted
11/4/2023,Amazon Prime,2032.38,Subscriptions,Pending
4/27/2024,Home Depot,393.94,Bills & Utilities,Pending
3/16/2023,Comcast,118.49,Bills & Utilities,Pending
2/12/2023,CREDIT CARD PAYMENT,693.89,Banking & Fees,Posted
4/8/2024,Domino's Pizza,2630.58,Food & Drinks,Pending
1/6/2023,Spotify,1359.27,Subscriptions,Pending
8/5/2024,Amazon,2766.69,Shopping,Posted
